source_file,ground_truth_contract_id,expected_kb_ids,candidate_result_count,candidate_recall,candidate_precision,candidate_f1,llm_only_recall,llm_only_precision,llm_only_f1,final_kb_ids,final_result_count,final_recall,final_precision,final_f1,kb1_recall,kb1_precision,kb2_recall,kb2_precision,kb3_recall,kb3_precision,score_threshold,min_results,max_results,exact_match,any_match
C01_Brightwater.pdf,C01,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12,30,1.0,0.2,0.33333333333333337,0.8333333333333334,0.25,0.3846153846153846,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB2_2; KB3_10; KB3_18,10,0.5,0.3,0.37499999999999994,0.5,0.4,0.5,0.3333333333333333,1.0,0.0,0.55,8,20,False,True
C02_SummitRidge.pdf,C02,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB3_11,30,1.0,0.23333333333333334,0.37837837837837834,0.8571428571428571,0.3,0.4444444444444444,KB1_1; KB1_15; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_10; KB3_18,9,0.42857142857142855,0.3333333333333333,0.375,0.5,0.5,0.5,0.3333333333333333,0.0,0.0,0.55,8,20,False,True
C03_Fairmont.pdf,C03,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB2_13; KB3_12,30,0.875,0.23333333333333334,0.3684210526315789,0.875,0.35,0.4999999999999999,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB3_18,8,0.375,0.375,0.375,0.5,0.4,0.3333333333333333,0.5,0.0,0.0,0.55,8,20,False,True
C04_Northgate.pdf,C04,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB2_14; KB3_13,30,0.75,0.2,0.31578947368421056,0.75,0.3,0.4285714285714285,KB1_1; KB1_15; KB1_16; KB1_17; KB1_2; KB1_5; KB1_6; KB2_1; KB2_10; KB3_10; KB3_18,11,0.625,0.45454545454545453,0.5263157894736842,1.0,0.5714285714285714,0.3333333333333333,0.5,0.0,0.0,0.55,8,20,False,True
C05_Birchwood.pdf,C05,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12,30,1.0,0.2,0.33333333333333337,1.0,0.3,0.4615384615384615,KB1_1; KB1_15; KB1_2; KB1_5; KB1_6; KB2_1; KB2_10; KB3_18,8,0.6666666666666666,0.5,0.5714285714285715,0.75,0.6,0.5,0.5,1.0,0.0,0.55,8,20,False,True
C06_Clearwater.pdf,C06,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12,30,1.0,0.2,0.33333333333333337,1.0,0.3,0.4615384615384615,KB1_1; KB1_15; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_18,8,0.5,0.375,0.42857142857142855,0.5,0.5,0.5,0.3333333333333333,1.0,0.0,0.55,8,20,False,True
C07_SterlingOak.pdf,C07,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB2_14; KB3_13,30,0.75,0.2,0.31578947368421056,0.75,0.3,0.4285714285714285,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB3_10; KB3_18,9,0.375,0.3333333333333333,0.35294117647058826,0.5,0.4,0.3333333333333333,0.5,0.0,0.0,0.55,8,20,False,True
C08_Riverstone.pdf,C08,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12; KB2_13; KB3_11; KB3_12,30,0.8888888888888888,0.26666666666666666,0.41025641025641024,0.7777777777777778,0.35,0.48275862068965514,KB1_1; KB1_15; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_18,8,0.3333333333333333,0.375,0.35294117647058826,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.55,8,20,False,True
C09_Pinnacle.pdf,C09,KB1_1; KB1_17; KB1_5; KB1_6; KB2_1; KB2_12,30,1.0,0.2,0.33333333333333337,0.8333333333333334,0.25,0.3846153846153846,KB1_1; KB1_15; KB1_2; KB1_5; KB1_6; KB2_1; KB2_10; KB3_18,8,0.6666666666666666,0.5,0.5714285714285715,0.75,0.6,0.5,0.5,1.0,0.0,0.55,8,20,False,True
C10_MapleGrove.pdf,C10,KB1_1; KB1_17; KB1_3; KB1_4; KB1_5; KB1_6; KB2_1; KB2_12; KB3_1,30,0.8888888888888888,0.26666666666666666,0.41025641025641024,0.7777777777777778,0.35,0.48275862068965514,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB2_15; KB3_10; KB3_18,10,0.3333333333333333,0.3,0.3157894736842105,0.3333333333333333,0.4,0.5,0.3333333333333333,0.0,0.0,0.55,8,20,False,True
C31_Lakeside.pdf,C31,KB1_1; KB1_12; KB1_14; KB1_17; KB1_3; KB1_4; KB1_6; KB2_1; KB2_12; KB2_3; KB2_8; KB3_7,30,0.8333333333333334,0.3333333333333333,0.47619047619047616,0.5833333333333334,0.35,0.4375,KB1_1; KB1_15; KB1_16; KB1_2; KB1_6; KB2_1; KB2_10; KB3_10; KB3_18,9,0.25,0.3333333333333333,0.28571428571428575,0.2857142857142857,0.4,0.25,0.5,0.0,0.0,0.55,8,20,False,True
